year,program,artist,appearances,song,tags,type,origin,associated_acts
2015,ミュージックステーションスーパーライブ,BoA,,,,femaleソロ,Guri,GOT the beat
2015,ミュージックステーションスーパーライブ,E-girls,,,j-pop,Group,New Jersey,
2015,ミュージックステーションスーパーライブ,EXILE,,,"j-pop, j-r&b",Group,,
2015,ミュージックステーションスーパーライブ,GENERATIONS,,,"j-pop, anime",maleソロ,Kōchi,
2015,ミュージックステーションスーパーライブ,Hey! Say! JUMP,,,j-pop,Group,,
2015,ミュージックステーションスーパーライブ,JUJU,,,"j-pop, kayokyoku, j-r&b",femaleソロ,Shōbara,
2015,ミュージックステーションスーパーライブ,KAT-TUN,,,j-pop,Group,,
2015,ミュージックステーションスーパーライブ,Kis-My-Ft2,,,j-pop,Group,Tokyo,
2015,ミュージックステーションスーパーライブ,L'Arc〜en〜Ciel,,,,Group,Osaka,"岡野ハジメ（共同プロデューサー, 1996年 - ）"
2015,ミュージックステーションスーパーライブ,Mr.Children,,,"j-pop, kayokyoku, j-rock",Group,Shibuya,小林武史（1992年 - 2014年)
2015,ミュージックステーションスーパーライブ,Perfume,,,"j-pop, shibuya-kei",Group,Minami-ku,中田ヤスタカMIKIKO
2015,ミュージックステーションスーパーライブ,SEKAI NO OWARI,,,"j-pop, anime",Group,Tokyo,CHRYSANTHEMUM BRIDGE小林武史
2015,ミュージックステーションスーパーライブ,SMAP,,,traditional music,Group,,
2015,ミュージックステーションスーパーライブ,Sexy Zone,,,,maleソロ,Kōchi,
2015,ミュージックステーションスーパーライブ,Superfly,,,j-pop,Group,,蔦谷好位置多保孝一松岡モトキ
2015,ミュージックステーションスーパーライブ,TOKIO,,,,Group,,
2015,ミュージックステーションスーパーライブ,X JAPAN,,,"visual kei, j-rock, j-pop",Group,Tateyama,津田直士
2015,ミュージックステーションスーパーライブ,YUKI,,,,femaleソロ,Hakodate,agehasprings玉井健二蔦谷好位置JUDY AND MARY前田佑
2015,ミュージックステーションスーパーライブ,aiko,,,,femaleソロ,Suita,島田昌典OSTER projectトオミヨウ
2015,ミュージックステーションスーパーライブ,back number,,,"j-pop, j-rock",Group,Gunma,
2015,ミュージックステーションスーパーライブ,miwa,,,"j-pop, anime",femaleソロ,Hayama,NAOKI-TQuatre-M
2015,ミュージックステーションスーパーライブ,いきものがかり,,,,Group,Kanagawa,本間昭光亀田誠治島田昌典江口亮
2015,ミュージックステーションスーパーライブ,きゃりーぱみゅぱみゅ,,,j-pop,femaleソロ,Nishitōkyō,中田ヤスタカ増田セバスチャンMAIKO
2015,ミュージックステーションスーパーライブ,ゆず,,,"j-pop, anime",Group,Yokohama,
2015,ミュージックステーションスーパーライブ,ゲスの極み乙女。,,,"japanese indie, j-rock, j-pop",Group,Tokyo,
2015,ミュージックステーションスーパーライブ,コブクロ,,,,Group,,
2015,ミュージックステーションスーパーライブ,ゴールデンボンバー,,,visual kei,Group,,tatsuo（everset）
2015,ミュージックステーションスーパーライブ,ジャニーズWEST,,,,maleソロ,Kōchi,
2015,ミュージックステーションスーパーライブ,ナオト・インティライミ,,,,maleソロ,,
2015,ミュージックステーションスーパーライブ,ポルノグラフィティ,,,,Group,,田村充義
2015,ミュージックステーションスーパーライブ,三代目 J Soul Brothers,,,,Group,Japan,HIRO
2015,ミュージックステーションスーパーライブ,乃木坂46,,,kayokyoku,Group,Minato,Sony Music Entertainment秋元康
2015,ミュージックステーションスーパーライブ,家入レオ,,,,femaleソロ,,西尾芳彦
2015,ミュージックステーションスーパーライブ,嵐,,,,Group,Honolulu,
2015,ミュージックステーションスーパーライブ,星野源,,,,maleソロ,Saitama,"SAKEROCK（2000年 - 2015年）河村""カースケ""智康ハマ・オカモト長岡亮介ほか"
2015,ミュージックステーションスーパーライブ,秦基博,,,anime,maleソロ,Nichinan,上田禎亀田誠治島田昌典福耳
2015,ミュージックステーションスーパーライブ,稲葉浩志,,,,maleソロ,Tsuyama,松本孝弘（B'z）
2015,ミュージックステーションスーパーライブ,西野カナ,,,j-pop,femaleソロ,Matsusaka,GIORGIO 13 CANCEMIDJ Mass MAD Izm*山口隆志
2015,ミュージックステーションスーパーライブ,関ジャニ∞,,,,maleソロ,Kōchi,
2016,NHK紅白歌合戦,AAA,7.0,ハリケーン・リリ、ボストン・マリ,,Group,Japan,
2016,NHK紅白歌合戦,AI,2.0,みんながみんな英雄,cumbia,femaleソロ,Los Angeles,
2016,NHK紅白歌合戦,AKB48,9.0,夢の紅白選抜SPメドレー[※ 12],"j-pop, c-pop",Group,Akihabara,秋元康（総合プロデューサー）AKB48グループ
2016,NHK紅白歌合戦,E-girls,4.0,DANCE WITH ME NOW!,j-pop,Group,New Jersey,
2016,NHK紅白歌合戦,KinKi Kids,1.0,硝子の少年,j-pop,Group,,プロデューサー山下達郎吉田拓郎藤島ジュリー景子堂島孝平コンサートマスター吉田建
2016,NHK紅白歌合戦,PUFFY,1.0,PUFFY 20周年紅白スペシャル[※ 2],"kayokyoku, j-pop, shibuya-kei",Group,Tokyo,奥田民生アンディ・スターマー
2016,NHK紅白歌合戦,Perfume,9.0,FLASH,"j-pop, shibuya-kei",Group,Minami-ku,中田ヤスタカMIKIKO
2016,NHK紅白歌合戦,RADIO FISH,1.0,PERFECT HUMAN,j-pop,maleソロ,Dalkeith,KOJIKARU
2016,NHK紅白歌合戦,RADWIMPS,1.0,前前前世 [original ver.],"anime, j-pop, j-rock",Group,Yokohama,
2016,NHK紅白歌合戦,SEKAI NO OWARI,3.0,Hey Ho from RPG[※ 6],"j-pop, anime",Group,Tokyo,CHRYSANTHEMUM BRIDGE小林武史
2016,NHK紅白歌合戦,Sexy Zone[※ 4],4.0,よびすて 紅白'16,,maleソロ,Kōchi,
2016,NHK紅白歌合戦,THE YELLOW MONKEY,1.0,JAM,"j-rock, j-pop, kayokyoku, visual kei",Group,Tokyo,
2016,NHK紅白歌合戦,TOKIO[※ 7],23.0,宙船（そらふね）,,Group,,
2016,NHK紅白歌合戦,V6,3.0,Smile! メドレー[※ 8],pop punk,Group,,
2016,NHK紅白歌合戦,X JAPAN,7.0,紅,"visual kei, j-rock, j-pop",Group,Tateyama,津田直士
2016,NHK紅白歌合戦,miwa,4.0,結 -ゆい-,"j-pop, anime",femaleソロ,Hayama,NAOKI-TQuatre-M
2016,NHK紅白歌合戦,いきものがかり,9.0,SAKURA,,Group,Kanagawa,本間昭光亀田誠治島田昌典江口亮
2016,NHK紅白歌合戦,ゆず,7.0,見上げてごらん夜の星を 〜ぼくらのうた〜,"j-pop, anime",Group,Yokohama,
2016,NHK紅白歌合戦,ピコ太郎,0.0,PPAP（ペンパイナッポーアッポーペン）,,maleソロ,Aomori,
2016,NHK紅白歌合戦,三代目 J Soul Brothers,5.0,Welcome to TOKYO,,Group,Japan,HIRO
2016,NHK紅白歌合戦,三山ひろし,2.0,四万十川〜けん玉大使編〜,"enka, kayokyoku",maleソロ,Nankoku,
2016,NHK紅白歌合戦,乃木坂46,2.0,サヨナラの意味,kayokyoku,Group,Minato,Sony Music Entertainment秋元康
2016,NHK紅白歌合戦,五木ひろし,46.0,九頭竜川,"enka, kayokyoku",maleソロ,Kyoto,
2016,NHK紅白歌合戦,坂本冬美,28.0,夜桜お七,"enka, kayokyoku",femaleソロ,Kamitonda,
2016,NHK紅白歌合戦,大竹しのぶ,1.0,愛の讃歌,,femaleソロ,Shinagawa,
2016,NHK紅白歌合戦,天童よしみ,21.0,あんたの花道,"enka, kayokyoku, japanese classical",femaleソロ,Tanabe,
2016,NHK紅白歌合戦,宇多田ヒカル,1.0,花束を君に [※ 15],"j-pop, j-r&b, anime",non-binaryソロ,Manhattan,A・G・クック小袋成彬スティーヴ・フィッツモーリス
2016,NHK紅白歌合戦,山内惠介,2.0,流転の波止場〜究極の貴公子編〜,,maleソロ,Itoshima,
2016,NHK紅白歌合戦,島津亜矢,3.0,川の流れのように,"enka, kayokyoku",femaleソロ,Kita-ku,
2016,NHK紅白歌合戦,嵐,8.0,嵐×紅白スペシャルメドレー[※ 16],,Group,Honolulu,
2016,NHK紅白歌合戦,市川由紀乃,1.0,心かさねて,"enka, kayokyoku",femaleソロ,Saitama,
2016,NHK紅白歌合戦,星野源,2.0,恋,,maleソロ,Saitama,"SAKEROCK（2000年 - 2015年）河村""カースケ""智康ハマ・オカモト長岡亮介ほか"
2016,NHK紅白歌合戦,松田聖子,20.0,薔薇のように咲いて 桜のように散って,"kayokyoku, city pop, enka, j-pop",femaleソロ,Kurume,"若松宗雄（1980年 - 1989年, 2000年 - 2003年）大村雅朗（1980年 - 1989年）[4]松本隆（1981年 - 1988年, 1999年, 2015年）小倉良（1992年 - 1998年, 2000年, 2002年, 2005年 - 2015年）原田真二（2000年 - 2004年）"
2016,NHK紅白歌合戦,桐谷健太,1.0,海の声〜みんなの海の声バージョン〜,j-pop,maleソロ,Kita-ku,
2016,NHK紅白歌合戦,椎名林檎,4.0,青春の瞬き -FROM NEO TOKYO 2016-[※ 7],,femaleソロ,Fukuoka,東京事変亀田誠治斎藤ネコ井上雨迩中山信彦村田陽一児玉裕一
2016,NHK紅白歌合戦,欅坂46[※ 3],1.0,サイレントマジョリティー,,Group,,Sony Music Entertainment秋元康（プロデューサー）
2016,NHK紅白歌合戦,水森かおり,14.0,越後水原〜白鳥飛翔〜,"enka, kayokyoku",femaleソロ,Kita,
2016,NHK紅白歌合戦,氷川きよし,17.0,白雲の城[※ 14],"enka, anime, kayokyoku",maleソロ,Minami-ku,
2016,NHK紅白歌合戦,渡辺直美,0.0,Crazy in Love,,femaleソロ,Seika,
2016,NHK紅白歌合戦,石川さゆり,39.0,天城越え,"enka, kayokyoku",femaleソロ,Kumamoto,
2016,NHK紅白歌合戦,福山雅治,9.0,2016スペシャルメドレー[※ 11],"j-pop, kayokyoku",maleソロ,Nagasaki,井上鑑KOH+
2016,NHK紅白歌合戦,福田こうへい,3.0,東京五輪音頭,,maleソロ,Shizukuishi,
2016,NHK紅白歌合戦,絢香,8.0,三日月,"j-pop, kayokyoku",femaleソロ,Moriguchi,西尾芳彦
2016,NHK紅白歌合戦,西野カナ,7.0,Dear Bride,j-pop,femaleソロ,Matsusaka,GIORGIO 13 CANCEMIDJ Mass MAD Izm*山口隆志
2016,NHK紅白歌合戦,郷ひろみ,29.0,言えないよ,"kayokyoku, enka, j-pop, city pop",maleソロ,Sue,酒井政利筒美京平萩田光雄井上鑑坂本龍一大村雅朗唐木裕史
2016,NHK紅白歌合戦,関ジャニ∞[※ 1],5.0,ズッコケ男道〜紅白で夢を歌おう〜,,maleソロ,Kōchi,
2016,NHK紅白歌合戦,香西かおり,19.0,すき〜真田丸スペシャルVer.〜,"enka, kayokyoku, japanese classical",femaleソロ,Minato-ku,
2016,NHK紅白歌合戦,髙橋真梨子,4.0,ごめんね…,,femaleソロ,Hatsukaichi,ヘンリー広瀬ペドロ&カプリシャス
2016,NHK紅白歌合戦,,0.0,ふるさと,j-pop,maleソロ,Kōchi,
2016,ベストアーティスト,AI,,,cumbia,femaleソロ,Los Angeles,
2016,ベストアーティスト,E-girls,,,j-pop,Group,New Jersey,
2016,ベストアーティスト,EXILE THE SECOND,,,j-pop,Group,,
2016,ベストアーティスト,GENERATIONS from EXILE TRIBE,,,"j-pop, anime",Group,Japan,
2016,ベストアーティスト,HKT48,,,"c-pop, j-pop",Group,Fukuoka,秋元康（プロデューサー）AKB48グループ
2016,ベストアーティスト,Hey! Say! JUMP,,,j-pop,Group,,
2016,ベストアーティスト,JUJU,,,"j-pop, kayokyoku, j-r&b",femaleソロ,Shōbara,
2016,ベストアーティスト,KinKi Kids,,,j-pop,Group,,プロデューサー山下達郎吉田拓郎藤島ジュリー景子堂島孝平コンサートマスター吉田建
2016,ベストアーティスト,Kis-My-Ft2,,,j-pop,Group,Tokyo,
2016,ベストアーティスト,NEWS,,,classical,Group,Tokyo,
2016,ベストアーティスト,NMB48,,,"c-pop, j-pop",Group,Namba,秋元康（プロデューサー）剱持嘉一AKB48グループ
2016,ベストアーティスト,Perfume,,,"j-pop, shibuya-kei",Group,Minami-ku,中田ヤスタカMIKIKO
2016,ベストアーティスト,SEKAI NO OWARI,,,"j-pop, anime",Group,Tokyo,CHRYSANTHEMUM BRIDGE小林武史
2016,ベストアーティスト,SKE48,,,"c-pop, j-pop",Group,Nagoya,秋元康（プロデューサー）AKB48グループ
2016,ベストアーティスト,Sexy Zone,,,,maleソロ,Kōchi,
2016,ベストアーティスト,THE YELLOW MONKEY,,,"j-rock, j-pop, kayokyoku, visual kei",Group,Tokyo,
2016,ベストアーティスト,TOKIO,,,,Group,,
2016,ベストアーティスト,V6,,,pop punk,Group,,
2016,ベストアーティスト,aiko,,,,femaleソロ,Suita,島田昌典OSTER projectトオミヨウ
2016,ベストアーティスト,back number,,,"j-pop, j-rock",Group,Gunma,
2016,ベストアーティスト,いきものがかり,,,,Group,Kanagawa,本間昭光亀田誠治島田昌典江口亮
2016,ベストアーティスト,きゃりーぱみゅぱみゅ,,,j-pop,femaleソロ,Nishitōkyō,中田ヤスタカ増田セバスチャンMAIKO
2016,ベストアーティスト,ゆず,,,"j-pop, anime",Group,Yokohama,
2016,ベストアーティスト,ジャニーズWEST,,,,maleソロ,Kōchi,
2016,ベストアーティスト,スティング,,,,maleソロ,Kōchi,
2016,ベストアーティスト,ピコ太郎,,,,maleソロ,Aomori,
2016,ベストアーティスト,ポルノグラフィティ,,,,Group,,田村充義
2016,ベストアーティスト,三代目 J Soul Brothers from EXILE TRIBE,,,,Group,Japan,HIRO
2016,ベストアーティスト,乃木坂46,,,kayokyoku,Group,Minato,Sony Music Entertainment秋元康
2016,ベストアーティスト,家入レオ,,,,femaleソロ,,西尾芳彦
2016,ベストアーティスト,嵐,,,,Group,Honolulu,
2016,ベストアーティスト,桑田佳祐,,,"j-pop, kayokyoku",maleソロ,Chigasaki,サザンオールスターズKUWATA BANDSUPER CHIMPANZEE藤井丈司小林武史島健斎藤誠片山敦夫山本拓夫佐橋佳幸曽我淳一角谷仁宣小倉博和[7]
2016,ベストアーティスト,欅坂46,,,,Group,,Sony Music Entertainment秋元康（プロデューサー）
2016,ベストアーティスト,秦基博,,,anime,maleソロ,Nichinan,上田禎亀田誠治島田昌典福耳
2016,ベストアーティスト,西内まりや,,,,femaleソロ,Izumo,
2016,ベストアーティスト,西野カナ,,,j-pop,femaleソロ,Matsusaka,GIORGIO 13 CANCEMIDJ Mass MAD Izm*山口隆志
2016,ベストアーティスト,関ジャニ∞,,,,maleソロ,Kōchi,
2016,ベストアーティスト,［Alexandros］,,,"j-rock, j-pop, anime",Group,Kanagawa,
2016,ミュージックステーションスーパーライブ,AI,,,cumbia,femaleソロ,Los Angeles,
2016,ミュージックステーションスーパーライブ,AKB48,,,"j-pop, c-pop",Group,Akihabara,秋元康（総合プロデューサー）AKB48グループ
2016,ミュージックステーションスーパーライブ,DAIGO,,,,maleソロ,Kōchi,BREAKERZ
2016,ミュージックステーションスーパーライブ,E-girls,,,j-pop,Group,New Jersey,
2016,ミュージックステーションスーパーライブ,EXILE THE SECOND,,,j-pop,Group,,
2016,ミュージックステーションスーパーライブ,GENERATIONS,,,"j-pop, anime",maleソロ,Kōchi,
2016,ミュージックステーションスーパーライブ,Hey! Say! JUMP,,,j-pop,Group,,
2016,ミュージックステーションスーパーライブ,Kis-My-Ft2,,,j-pop,Group,Tokyo,
2016,ミュージックステーションスーパーライブ,L'Arc〜en〜Ciel,,,,Group,Osaka,"岡野ハジメ（共同プロデューサー, 1996年 - ）"
2016,ミュージックステーションスーパーライブ,NEWS,,,classical,Group,Tokyo,
2016,ミュージックステーションスーパーライブ,Perfume,,,"j-pop, shibuya-kei",Group,Minami-ku,中田ヤスタカMIKIKO
2016,ミュージックステーションスーパーライブ,RADIO FISH,,,j-pop,maleソロ,Dalkeith,KOJIKARU
2016,ミュージックステーションスーパーライブ,SEKAI NO OWARI,,,"j-pop, anime",Group,Tokyo,CHRYSANTHEMUM BRIDGE小林武史
2016,ミュージックステーションスーパーライブ,Sexy Zone,,,,maleソロ,Kōchi,
2016,ミュージックステーションスーパーライブ,THE YELLOW MONKEY,,,"j-rock, j-pop, kayokyoku, visual kei",Group,Tokyo,
